S00088;40.0;30.0;-76.4931732416153;3.423635266515852
S00089;30.0;40.0;-76.49133324623108;3.422039521663739
S00090;30.0;30.0;-76.49053126573563;3.4213407130980658
S00091;40.0;35.0;-76.52612686157227;3.458277801345034
S00092;30.0;60.0;-76.52410447597504;3.45928447489098
S00093;50.0;30.0;-76.52284651994705;3.459862776231738
S00094;60.0;40.0;-76.51525050401688;3.464349954267759
S00095;30.0;20.0;-76.51304841041565;3.466478411352325
S00096;25.0;30.0;-76.51030719280243;3.470052602095657
S00097;30.0;30.0;-76.50633484125137;3.474063176060645
S00098;30.0;20.0;-76.50469064712524;3.4756347381147226
S00099;40.0;30.0;-76.501944065094;3.478443195980361
S00100;30.0;60.0;-76.4986503124237;3.4809491150958
S00101;30.0;35.0;-76.52949571609497;3.457517440830481
S00102;60.0;30.0;-76.54840528964996;3.4157582585698325
